vType_id,vType_length,vType_vClass,flow_begin,flow_departPos,flow_departSpeed,flow_end,flow_id,flow_number,route_edges
,,,1704.77,last,max,1705.77,1680_569,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,1705.13,last,max,1706.13,1680_316,1,10147126#4 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1705.49,last,max,1706.49,1680_741,1,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1707.64,last,max,1708.64,1680_597,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 gneE15
,,,1708.00,last,max,1709.00,1680_7,1,-10128856#0 10131659#5 10131659#5.37 69221466#0 69221466#1
,,,1708.36,last,max,1776.21,1680_483,3,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,1708.72,last,max,1709.72,1680_505,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 69221466#0 69221466#1
,,,1709.08,last,max,1710.08,1680_619,1,684464938#1 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -508466788#1 -69232295#3
,,,1709.44,last,max,1745.33,1680_555,2,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,1709.79,last,max,1710.79,1680_790,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
,,,1710.15,last,max,1767.95,1680_192,8,-69221466#3 -69221466#0 -69221466#0.18 -10131659#5 10128856#0
,,,1710.51,last,max,1748.56,1680_196,3,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1710.87,last,max,1815.69,1680_671,10,749736413#1 749736413#1.127 -598977856#0 138668049
,,,1711.23,last,max,1819.28,1680_365,3,139051731#16 139051731#19 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1711.95,last,max,1712.95,1680_2,1,-10128856#0 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 -10133290#0 -10150790#3
,,,1712.67,last,max,1854.10,1680_479,3,363648686#2 363648686#3 363648686#5 -598977856#0 -10150738
,,,1713.03,last,max,1714.03,1680_793,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 -10124969#6 -10124969#5
,,,1713.74,last,max,1714.74,1680_28,1,-10137014#3 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,1714.10,last,max,1732.41,1680_796,3,gneE2 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 -10133290#0 -10150790#3
,,,1714.46,last,max,1715.46,1680_535,1,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,1714.82,last,max,1715.82,1680_909,1,gneE8 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,1715.90,last,max,1719.85,1680_134,2,-32921656#0 683763238#1.51 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1716.26,last,max,1717.26,1680_456,1,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 -145218802#37 -145218802#36
,,,1717.33,last,max,1718.33,1680_650,1,69232295#0 508466788#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1717.69,last,max,1718.69,1680_608,1,684464938#1 692513873 692513873.472 -139051731#19 -139051731#18
,,,1718.05,last,max,1749.28,1680_205,2,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1718.41,last,max,1719.41,1680_886,1,gneE6 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,1719.13,last,max,1830.41,1680_161,6,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -10133290#0 -10150790#3
,,,1719.49,last,max,1720.49,1680_121,1,-172099960#8 -172099960#1 207412432#3 207412432#4 207412432#4.140 697666080 -10131659#5 10128856#0
,,,1720.56,last,max,1721.56,1680_366,1,139051731#16 139051731#19 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,1720.92,last,max,1742.46,1680_690,2,749736413#1 749736413#1.127 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 -10147126#9
,,,1721.28,last,max,1722.28,1680_116,1,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,1721.64,last,max,1722.64,1680_122,1,-172099960#8 -172099960#1 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,1722.00,last,max,1723.00,1680_626,1,684464938#1 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1722.36,last,max,1785.18,1680_579,2,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 -145218802#37 -145218802#36
,,,1722.72,last,max,1761.13,1680_201,3,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1723.08,last,max,1724.08,1680_405,1,145216628#1 145216628#2 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,1723.44,last,max,1905.79,1680_439,6,145218802#36 145218802#37 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1723.79,last,max,1724.79,1680_444,1,363648686#0 363648686#2 363648686#3 363648686#5 -598977856#0 -10150738
,,,1724.15,last,max,1759.33,1680_672,4,749736413#1 749736413#1.127 105826050#1
,,,1724.51,last,max,1784.10,1680_828,3,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1725.23,last,max,1726.23,1680_560,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 -697666080 -697666080.66 -207412432#8 gneE13
,,,1725.95,last,max,1745.69,1680_153,2,-32921656#0 683763238#1.51 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1726.67,last,max,1741.03,1680_128,2,-172099960#8 -172099960#1 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1727.74,last,max,1728.74,1680_6,1,-10128856#0 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1728.10,last,max,1729.10,1680_165,1,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -145218802#37 -145218802#36
,,,1728.82,last,max,1744.62,1680_826,2,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1729.54,last,max,1730.54,1680_751,1,gneE14 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1729.90,last,max,1794.51,1680_92,2,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,1730.26,last,max,1731.26,1680_130,1,-172099960#8 -172099960#1 207412432#3 207412432#4 207412432#4.140 697666080 69221466#0 69221466#1
,,,1730.97,last,max,1731.97,1680_368,1,139051731#16 139051731#19 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1731.33,last,max,1732.33,1680_590,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 -10147126#9
,,,1731.69,last,max,1732.69,1680_501,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1732.05,last,max,1805.64,1680_207,7,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 gneE42
,,,1732.77,last,max,1767.23,1680_9,2,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,1733.13,last,max,1734.13,1680_801,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 69221466#0 69221466#1
,,,1733.49,last,max,1831.13,1680_514,7,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,1734.56,last,max,1735.56,1680_576,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1
,,,1734.92,last,max,1835.79,1680_670,5,749736413#1 749736413#1.127 -598977856#0 -10150738
,,,1735.64,last,max,1736.64,1680_562,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -508466788#1 -69232295#3
,,,1736.36,last,max,1737.36,1680_494,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,1736.72,last,max,1737.72,1680_223,1,10124969#4 10124969#6 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,1737.08,last,max,1738.08,1680_825,1,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1737.44,last,max,1738.44,1680_502,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,1738.51,last,max,1739.51,1680_193,1,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -145218802#37 -145218802#36
,,,1738.87,last,max,1785.54,1680_599,3,683763247#0 591388258#0 146626844#2 gneE7
,,,1739.23,last,max,1740.23,1680_419,1,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,1739.59,last,max,1767.59,1680_168,2,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1740.31,last,max,1761.49,1680_200,2,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1740.67,last,max,1741.67,1680_807,1,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
